id,timestamp,text,context,classification,confidence,toxicity_score,toxicity_confidence,toxicity_label,primary_emotion,emotion_intensity,intent,detected_issues,has_feedback,feedback_message,processing_time_ms,used_llm
1,2024-01-12 09:36:05,you should tell an adult,message,green,0.9,0.0,0.5,neither,anger,0.6323026418685913,neutral,,no,,99.17211532592773,no
2,2024-01-17 08:48:54,why do i feel left out?,search,green,0.9,0.0,0.5,neither,sadness,0.8916389346122742,neutral,,no,,90.27719497680664,no
3,2024-01-24 14:52:24,periodt,message,green,0.9,0.0,0.5,neither,anger,0.5051017999649048,neutral,,no,,92.27490425109863,no
4,2024-01-28 17:30:13,lying is never okay,message,green,0.9,0.0,0.5,neither,joy,0.9868255257606506,positive,,no,,94.97499465942383,no
5,2024-01-02 13:42:11,youre the best friend ever,message,green,0.9,0.0,0.5,neither,joy,0.8967813849449158,positive,,no,,102.96893119812012,no
6,2024-01-28 14:35:34,youre already very kind,message,green,0.9,0.0,0.5,neither,joy,0.5599386096000671,positive,,no,,96.09389305114746,no
7,2024-01-03 20:24:55,youre amazing,message,green,0.9,0.0,0.5,neither,surprise,0.688075065612793,neutral,,no,,98.70219230651855,no
8,2024-01-18 20:32:22,go off,message,green,0.9,0.0,0.5,neither,anger,0.8154372572898865,neutral,,no,,97.95308113098145,no
9,2024-01-18 13:37:54,everyone makes mistakes sometimes,message,green,0.9,0.0,0.5,neither,sadness,0.9017521739006042,neutral,,no,,183.80117416381836,no
10,2024-01-04 15:16:56,no cap youre the best friend,message,green,0.9,0.0,0.5,neither,anger,0.7627076506614685,neutral,,no,,94.77496147155762,no
11,2024-01-07 14:18:28,i love playing that game,message,green,0.9,0.0,0.5,neither,joy,0.516348123550415,positive,,no,,96.94099426269531,no
12,2024-01-21 19:22:50,how to handle bullies,search,green,0.9,0.0,0.5,neither,anger,0.994350790977478,neutral,,no,,110.13984680175781,no
13,2024-01-01 17:05:48,they dont hate you,message,yellow,0.75,0.6,0.9,offensive,anger,0.9885347485542297,personal_attack,,yes,"It sounds like something is really bothering you. Harsh criticism rarely helps. Specific, constructive feedback works better. Let's find a better way to express what you're feeling.",117.85292625427246,no
14,2024-01-24 10:38:56,fr thats so cool,message,green,0.9,0.0,0.5,neither,joy,0.9986984729766846,positive,,no,,114.8381233215332,no
15,2024-01-10 10:58:22,different is special,message,green,0.9,0.0,0.5,neither,joy,0.9485678672790527,positive,,no,,157.9298973083496,no
16,2024-01-21 12:05:16,just be yourself always,message,green,0.9,0.0,0.5,neither,joy,0.9871180057525635,positive,,no,,151.81207656860352,no
17,2024-01-11 15:23:47,why do i feel so sad?,search,green,0.9,0.0,0.5,neither,sadness,0.9990742206573486,neutral,,no,,112.4718189239502,no
18,2024-01-18 18:35:39,what is Facebook?,search,green,0.9,0.0,0.5,neither,fear,0.5916630625724792,neutral,,no,,104.69293594360352,no
19,2024-01-02 18:16:44,lying is never okay,message,green,0.9,0.0,0.5,neither,joy,0.9868255257606506,positive,,no,,1.0,no
20,2024-01-15 18:13:39,youre already very kind,message,green,0.9,0.0,0.5,neither,joy,0.5599386096000671,positive,,no,,1.0,no
21,2024-01-08 20:06:51,its perfectly okay to cry,message,green,0.9,0.0,0.5,neither,joy,0.9975487589836121,positive,,no,,101.34625434875488,no
22,2024-01-24 14:17:26,talking things out helps,message,green,0.9,0.0,0.5,neither,anger,0.5931562185287476,neutral,,no,,89.96701240539551,no
23,2024-01-12 13:34:22,thats a big mood,message,green,0.9,0.0,0.5,neither,joy,0.8838210701942444,positive,,no,,90.1329517364502,no
24,2024-01-26 10:47:02,slay,message,green,0.9,0.0,0.5,neither,anger,0.8761805891990662,neutral,,no,,92.38910675048828,no
25,2024-01-18 13:32:02,how to be more brave,search,green,0.9,0.0,0.5,neither,joy,0.995148241519928,positive,,no,,89.80393409729004,no
26,2024-01-07 11:25:14,sure what subject?,message,green,0.9,0.0,0.5,neither,joy,0.9839358329772949,positive,,no,,93.31369400024414,no
27,2024-01-26 11:30:52,bet,message,yellow,0.8,0.0,0.5,neither,anger,0.4414975047111511,neutral,age_inappropriate,yes,I can tell you're feeling really frustrated right now. Let's find a better way to express what you're feeling.,93.19615364074707,no
28,2024-01-07 14:23:42,youre so annoying!,message,red,0.95,0.0,0.5,neither,anger,0.9962783455848694,personal_attack,bullying,yes,It sounds like something is really bothering you. Let's find a better way to express what you're feeling.,92.48113632202148,no
29,2024-01-24 13:23:00,what is TikTok?,search,green,0.9,0.0,0.5,neither,fear,0.4979815185070038,neutral,,no,,90.37399291992188,no
30,2024-01-28 19:05:24,what does fr mean,search,green,0.9,0.0,0.5,neither,anger,0.8034387230873108,neutral,,no,,90.09695053100586,no
31,2024-01-17 17:56:36,how to be happier,search,green,0.9,0.0,0.5,neither,joy,0.9927515983581543,positive,,no,,97.10574150085449,no
32,2024-01-28 17:26:57,you are really smart,message,green,0.9,0.0,0.5,neither,joy,0.9982101917266846,positive,,no,,90.18492698669434,no
33,2024-01-01 15:57:34,how to make new friends,search,green,0.9,0.0,0.5,neither,joy,0.9873780608177185,positive,,no,,90.60311317443848,no
34,2024-01-20 08:24:09,just be yourself always,message,green,0.9,0.0,0.5,neither,joy,0.9871180057525635,positive,,no,,1.0,no
35,2024-01-18 20:26:23,everyone is beautiful in their own way,message,green,0.9,0.0,0.5,neither,joy,0.9940794706344604,positive,,no,,92.13781356811523,no
36,2024-01-28 08:16:24,no cap,message,green,0.9,0.0,0.5,neither,anger,0.9811233878135681,neutral,,no,,94.79713439941406,no
37,2024-01-18 08:15:17,how to be more confident,search,green,0.9,0.0,0.5,neither,joy,0.9974937438964844,positive,,no,,90.22188186645508,no
38,2024-01-04 18:13:11,how to be more confident,search,green,0.9,0.0,0.5,neither,joy,0.9974937438964844,positive,,no,,1.0,no
39,2024-01-24 17:24:17,do things that make you happy,message,green,0.9,0.0,0.5,neither,joy,0.9983437061309814,positive,,no,,91.47381782531738,no
40,2024-02-01 14:03:30,no cap,message,green,0.9,0.0,0.5,neither,anger,0.9811233878135681,neutral,,no,,1.0,no
41,2024-02-07 17:43:42,how to be happier,search,green,0.9,0.0,0.5,neither,joy,0.9927515983581543,positive,,no,,1.0,no
42,2024-02-09 18:20:59,what is Twitter?,search,green,0.9,0.0,0.5,neither,anger,0.5341735482215881,neutral,,no,,97.88703918457031,no
43,2024-02-14 13:15:06,talking things out helps,message,green,0.9,0.0,0.5,neither,anger,0.5931562185287476,neutral,,no,,1.0,no
44,2024-02-07 10:58:39,what does lowkey mean,search,green,0.9,0.0,0.5,neither,anger,0.8571333289146423,neutral,,no,,91.86100959777832,no
45,2024-02-24 17:41:20,bet,message,yellow,0.8,0.0,0.5,neither,anger,0.4414975047111511,neutral,age_inappropriate,yes,I can tell you're feeling really frustrated right now. Let's find a better way to express what you're feeling.,1.0,no
46,2024-02-27 16:49:53,facts,message,green,0.9,0.0,0.5,neither,joy,0.44741013646125793,positive,,no,,93.51181983947754,no
47,2024-02-16 08:50:29,talk to someone you trust,message,green,0.9,0.0,0.5,neither,anger,0.729866623878479,neutral,,no,,92.44489669799805,no
48,2024-02-06 18:34:27,what does thats fire mean,search,green,0.9,0.0,0.5,neither,anger,0.9423449635505676,neutral,,no,,106.78863525390625,no
49,2024-02-19 17:27:17,youre already a great person,message,green,0.9,0.0,0.5,neither,joy,0.9981924891471863,positive,,no,,102.93698310852051,no
50,2024-02-09 10:59:09,no cap youre the best friend,message,green,0.9,0.0,0.5,neither,anger,0.7627076506614685,neutral,,no,,1.0,no
51,2024-02-20 14:12:26,can we play together?,message,green,0.9,0.0,0.5,neither,joy,0.8052765727043152,positive,,no,,109.19976234436035,no
52,2024-02-25 18:34:40,thats a big mood,message,green,0.9,0.0,0.5,neither,joy,0.8838210701942444,positive,,no,,1.0,no
53,2024-02-09 13:46:33,can i download that app please?,message,green,0.9,0.0,0.95,neither,joy,0.8357806205749512,positive,,no,,64.31198120117188,no
54,2024-02-24 17:19:02,how to become popular,search,green,0.9,0.0,0.5,neither,joy,0.9978671073913574,positive,,no,,106.7361831665039,no
55,2024-02-12 15:35:13,how to stop feeling sad,search,green,0.9,0.0,0.5,neither,sadness,0.9990805387496948,neutral,,no,,94.95186805725098,no
56,2024-02-05 20:25:19,what does go off mean,search,green,0.9,0.0,0.5,neither,anger,0.9334704875946045,neutral,,no,,90.9891128540039,no
57,2024-02-28 17:39:49,tell a teacher or parent,message,green,0.9,0.0,0.5,neither,anger,0.7052763104438782,neutral,,no,,95.9017276763916,no
58,2024-02-07 11:51:06,how to become popular,search,green,0.9,0.0,0.5,neither,joy,0.9978671073913574,positive,,no,,1.0,no
59,2024-02-20 16:55:54,youre never alone,message,green,0.9,0.0,0.5,neither,sadness,0.9912753105163574,neutral,,no,,93.2929515838623,no
60,2024-02-28 18:04:48,youre cool to me,message,green,0.9,0.0,0.5,neither,joy,0.99790358543396,positive,,no,,95.34788131713867,no
61,2024-02-27 09:17:59,take breaks and breathe,message,green,0.9,0.0,0.5,neither,anger,0.549320638179779,neutral,,no,,103.60598564147949,no
62,2024-02-17 13:47:22,what does ngl mean,search,green,0.9,0.0,0.5,neither,anger,0.8378891944885254,neutral,,no,,97.28097915649414,no
63,2024-02-12 17:41:09,what does bet mean,search,yellow,0.8,0.0,0.5,neither,anger,0.6017076373100281,neutral,age_inappropriate,yes,I understand you're feeling upset. Let's find a better way to express what you're feeling.,95.99113464355469,no
64,2024-02-20 16:45:20,how to control my anger,search,green,0.9,0.0,0.5,neither,anger,0.9926700592041016,neutral,,no,,97.02086448669434,no
65,2024-02-24 14:16:41,how to be happy when sad,search,green,0.9,0.0,0.5,neither,joy,0.9962071180343628,positive,,no,,98.8008975982666,no
66,2024-02-08 12:11:08,youre amazing,message,green,0.9,0.0,0.5,neither,surprise,0.688075065612793,neutral,,no,,1.0,no
67,2024-02-20 11:22:44,thanks for being my friend,message,green,0.9,0.0,0.95,neither,joy,0.9647977948188782,positive,,no,,57.86299705505371,no
68,2024-02-01 10:16:21,can you help me with homework?,message,green,0.9,0.0,0.95,neither,joy,0.9547252058982849,positive,,no,,60.33468246459961,no
69,2024-02-17 17:39:05,what is Among Us?,search,green,0.9,0.0,0.5,neither,anger,0.6161777377128601,neutral,,no,,97.17988967895508,no
70,2024-02-26 09:08:57,study hard and ask for help,message,green,0.9,0.0,0.5,neither,joy,0.9436673521995544,positive,,no,,97.00703620910645,no
71,2024-02-14 12:32:13,youre already great at many things,message,green,0.9,0.0,0.5,neither,joy,0.9979117512702942,positive,,no,,98.12498092651367,no
72,2024-02-18 17:34:51,thats a big mood,message,green,0.9,0.0,0.5,neither,joy,0.8838210701942444,positive,,no,,1.0,no
73,2024-02-25 15:08:49,can we build something together?,message,green,0.9,0.0,0.5,neither,joy,0.7701008319854736,positive,,no,,92.3311710357666,no
74,2024-03-27 16:58:45,just be nice and friendly,message,green,0.9,0.0,0.5,neither,joy,0.9976664781570435,positive,,no,,91.42208099365234,no
75,2024-03-18 20:07:40,take deep breaths and count,message,green,0.9,0.0,0.5,neither,joy,0.6218726634979248,positive,,no,,93.49679946899414,no
76,2024-03-14 16:40:15,sorry i didnt mean that,message,green,0.9,0.0,0.5,neither,sadness,0.9591825008392334,neutral,,no,,93.08624267578125,no
77,2024-03-13 13:58:12,youre amazing,message,green,0.9,0.0,0.5,neither,surprise,0.688075065612793,neutral,,no,,1.0,no
78,2024-03-26 15:36:42,why do i feel so lonely?,search,green,0.9,0.0,0.5,neither,sadness,0.998924195766449,neutral,,no,,94.26307678222656,no
79,2024-03-05 13:46:31,that really hurt my feelings,message,green,0.9,0.0,0.5,neither,sadness,0.9975858926773071,neutral,,no,,90.5752182006836,no
80,2024-03-27 09:29:22,thats a mean word,message,green,0.9,0.0,0.5,neither,anger,0.9198216795921326,neutral,,no,,91.42017364501953,no
81,2024-03-19 08:26:48,how to be a better person,search,green,0.9,0.0,0.5,neither,joy,0.9857418537139893,positive,,no,,96.72975540161133,no
82,2024-03-10 19:24:44,that hits different,message,green,0.9,0.0,0.5,neither,joy,0.9804216027259827,positive,,no,,93.20211410522461,no
83,2024-03-11 11:16:14,facts,message,green,0.9,0.0,0.5,neither,joy,0.44741013646125793,positive,,no,,1.0,no
84,2024-03-01 13:59:14,we shouldnt use that word,message,green,0.9,0.0,0.5,neither,anger,0.9749132394790649,neutral,,no,,92.78512001037598,no
85,2024-03-15 15:03:55,just keep practicing,message,green,0.9,0.0,0.5,neither,joy,0.9694777727127075,positive,,no,,92.26512908935547,no
86,2024-03-12 14:44:57,what does periodt mean in text,search,green,0.9,0.0,0.5,neither,anger,0.5550392270088196,neutral,,no,,93.26887130737305,no
87,2024-03-07 20:11:08,i really want to play that,message,green,0.9,0.0,0.5,neither,joy,0.8863266110420227,positive,,no,,91.30406379699707,no
88,2024-03-03 09:31:49,periodt,message,green,0.9,0.0,0.5,neither,anger,0.5051017999649048,neutral,,no,,1.0,no
89,2024-03-13 10:59:07,no cap youre the best friend,message,green,0.9,0.0,0.5,neither,anger,0.7627076506614685,neutral,,no,,1.0,no
90,2024-03-28 14:14:35,youre already very kind,message,green,0.9,0.0,0.5,neither,joy,0.5599386096000671,positive,,no,,1.0,no
91,2024-03-03 16:59:09,youre awesome and smart!,message,green,0.9,0.0,0.5,neither,joy,0.9982460737228394,positive,,no,,97.66769409179688,no
92,2024-03-09 17:55:33,what does hate mean?,search,green,0.9,0.0,0.5,neither,anger,0.9849243760108948,neutral,,no,,90.6972885131836,no
93,2024-03-27 14:21:01,can we play together?,message,green,0.9,0.0,0.5,neither,joy,0.8052765727043152,positive,,no,,1.0,no
94,2024-03-02 08:22:49,youre already very kind,message,green,0.9,0.0,0.5,neither,joy,0.5599386096000671,positive,,no,,1.0,no
95,2024-03-28 10:59:32,what does thats fire mean,search,green,0.9,0.0,0.5,neither,anger,0.9423449635505676,neutral,,no,,1.0,no
96,2024-03-01 14:33:58,you look great today!,message,green,0.9,0.0,0.5,neither,joy,0.998360812664032,positive,,no,,90.00706672668457,no
97,2024-03-01 15:09:30,what does tbh mean,search,green,0.9,0.0,0.5,neither,joy,0.8518626093864441,positive,,no,,110.88705062866211,no
98,2024-03-21 18:50:24,i love playing that game,message,green,0.9,0.0,0.5,neither,joy,0.516348123550415,positive,,no,,1.0,no
99,2024-03-16 09:27:31,periodt,message,green,0.9,0.0,0.5,neither,anger,0.5051017999649048,neutral,,no,,1.0,no
100,2024-03-15 14:48:54,dont worry about what they think,message,green,0.9,0.0,0.5,neither,anger,0.7219967842102051,neutral,,no,,93.36400032043457,no
101,2024-03-28 09:10:39,youre already great at many things,message,green,0.9,0.0,0.5,neither,joy,0.9979117512702942,positive,,no,,1.0,no
102,2024-03-09 08:55:14,vibe check,message,green,0.9,0.0,0.5,neither,joy,0.9603927135467529,positive,,no,,99.10202026367188,no
103,2024-03-24 16:33:37,just be yourself,message,green,0.9,0.0,0.5,neither,joy,0.9598625898361206,positive,,no,,93.07312965393066,no
104,2024-03-16 20:29:55,youre so annoying!,message,red,0.95,0.0,0.5,neither,anger,0.9962783455848694,personal_attack,bullying,yes,It sounds like something is really bothering you. Let's find a better way to express what you're feeling.,1.0,no
105,2024-03-13 14:19:19,you should tell an adult,message,green,0.9,0.0,0.5,neither,anger,0.6323026418685913,neutral,,no,,1.0,no
106,2024-03-25 13:38:16,its okay to cry,message,green,0.9,0.0,0.5,neither,joy,0.9920094013214111,positive,,no,,90.37494659423828,no
107,2024-03-12 13:01:32,just be yourself,message,green,0.9,0.0,0.5,neither,joy,0.9598625898361206,positive,,no,,1.0,no
108,2024-03-19 12:09:16,what is Minecraft?,search,green,0.9,0.0,0.5,neither,anger,0.48494166135787964,neutral,,no,,90.12293815612793,no
109,2024-03-28 11:39:15,lying is never okay,message,green,0.9,0.0,0.5,neither,joy,0.9868255257606506,positive,,no,,1.0,no
110,2024-03-16 15:33:12,just be yourself always,message,green,0.9,0.0,0.5,neither,joy,0.9871180057525635,positive,,no,,1.0,no
111,2024-03-19 11:26:31,how to make people like me more,search,green,0.9,0.0,0.5,neither,joy,0.6741512417793274,positive,,no,,93.89591217041016,no
112,2024-03-11 19:42:00,periodt,message,green,0.9,0.0,0.5,neither,anger,0.5051017999649048,neutral,,no,,1.0,no
113,2024-03-06 19:23:37,say less im totally in,message,green,0.9,0.0,0.5,neither,joy,0.9374328255653381,positive,,no,,94.92301940917969,no
114,2024-03-05 14:33:15,what does ngl mean,search,green,0.9,0.0,0.5,neither,anger,0.8378891944885254,neutral,,no,,1.0,no
115,2024-03-13 10:19:06,youre amazing,message,green,0.9,0.0,0.5,neither,surprise,0.688075065612793,neutral,,no,,1.0,no
116,2024-03-05 09:12:08,why am i not good enough?,search,green,0.9,0.0,0.5,neither,joy,0.9917445778846741,positive,,no,,89.71190452575684,no
117,2024-03-22 11:21:53,can we play together?,message,green,0.9,0.0,0.5,neither,joy,0.8052765727043152,positive,,no,,1.0,no
118,2024-03-09 11:49:17,no cap youre the best friend,message,green,0.9,0.0,0.5,neither,anger,0.7627076506614685,neutral,,no,,1.0,no
119,2024-03-09 20:32:18,what does puberty mean?,search,green,0.9,0.0,0.5,neither,fear,0.5329515337944031,neutral,,no,,97.60093688964844,no
120,2024-03-05 20:53:02,why am i not good enough?,search,green,0.9,0.0,0.5,neither,joy,0.9917445778846741,positive,,no,,1.0,no
121,2024-03-08 19:04:46,what does puberty mean?,search,green,0.9,0.0,0.5,neither,fear,0.5329515337944031,neutral,,no,,1.0,no
122,2024-04-28 11:26:09,what is Snapchat?,search,green,0.9,0.0,0.5,neither,anger,0.5167417526245117,neutral,,no,,97.98383712768555,no
123,2024-04-11 10:25:46,why do people judge me?,search,green,0.9,0.0,0.5,neither,anger,0.9856318235397339,neutral,,no,,91.04108810424805,no
124,2024-04-25 09:08:24,youre never alone,message,green,0.9,0.0,0.5,neither,sadness,0.9912753105163574,neutral,,no,,1.0,no
125,2024-04-05 11:20:42,how to be happy when sad,search,green,0.9,0.0,0.5,neither,joy,0.9962071180343628,positive,,no,,1.0,no
126,2024-04-07 19:02:34,no cap,message,green,0.9,0.0,0.5,neither,anger,0.9811233878135681,neutral,,no,,1.0,no
127,2024-04-14 10:48:47,how to make people like me more,search,green,0.9,0.0,0.5,neither,joy,0.6741512417793274,positive,,no,,1.0,no
128,2024-04-13 18:10:36,everyone is beautiful,message,green,0.9,0.0,0.5,neither,joy,0.9959837198257446,positive,,no,,92.92960166931152,no
129,2024-04-19 09:07:35,hate is a very strong feeling,message,green,0.9,0.0,0.5,neither,joy,0.979910135269165,positive,,no,,91.15386009216309,no
130,2024-04-27 09:11:21,lowkey excited for the weekend,message,green,0.9,0.0,0.5,neither,joy,0.9816128015518188,positive,,no,,92.74101257324219,no
131,2024-04-27 08:05:10,thats not nice to say,message,green,0.9,0.0,0.5,neither,anger,0.5415729880332947,neutral,,no,,96.93288803100586,no
132,2024-04-27 10:30:48,what does stupid mean?,search,red,0.95,0.9396829605102539,0.9396829605102539,hate,sadness,0.876620352268219,criticism,personal_attack,yes,I see what you're trying to say. Attacking someone personally doesn't help solve problems - it just creates more. Let's find a better way to express what you're feeling.,91.18795394897461,no
133,2024-04-18 14:58:08,how to stop feeling sad,search,green,0.9,0.0,0.5,neither,sadness,0.9990805387496948,neutral,,no,,1.0,no
134,2024-04-19 20:18:33,what is Instagram?,search,green,0.9,0.0,0.5,neither,fear,0.6341772079467773,neutral,,no,,92.32783317565918,no
135,2024-04-11 14:40:32,youre the best friend ever,message,green,0.9,0.0,0.5,neither,joy,0.8967813849449158,positive,,no,,1.0,no
136,2024-04-03 15:02:11,go off,message,green,0.9,0.0,0.5,neither,anger,0.8154372572898865,neutral,,no,,1.0,no
137,2024-04-17 10:11:06,periodt,message,green,0.9,0.0,0.5,neither,anger,0.5051017999649048,neutral,,no,,1.0,no
138,2024-04-13 15:01:41,take breaks and breathe,message,green,0.9,0.0,0.5,neither,anger,0.549320638179779,neutral,,no,,1.0,no
139,2024-04-08 08:28:02,do things that make you smile,message,green,0.9,0.0,0.5,neither,joy,0.993217408657074,positive,,no,,92.06295013427734,no
140,2024-04-18 17:14:14,take deep breaths and count,message,green,0.9,0.0,0.5,neither,joy,0.6218726634979248,positive,,no,,1.0,no
141,2024-04-05 17:33:20,everyone makes mistakes sometimes,message,green,0.9,0.0,0.5,neither,sadness,0.9017521739006042,neutral,,no,,1.0,no
142,2024-04-22 18:04:03,can we build something together?,message,green,0.9,0.0,0.5,neither,joy,0.7701008319854736,positive,,no,,1.0,no
143,2024-04-02 18:26:59,they dont hate you,message,yellow,0.75,0.6,0.9,offensive,anger,0.9885347485542297,personal_attack,,yes,"It sounds like something is really bothering you. Harsh criticism rarely helps. Specific, constructive feedback works better. Let's find a better way to express what you're feeling.",1.0,no
144,2024-04-09 12:31:55,talking things out helps,message,green,0.9,0.0,0.5,neither,anger,0.5931562185287476,neutral,,no,,1.0,no
145,2024-04-24 17:18:31,why do people judge me?,search,green,0.9,0.0,0.5,neither,anger,0.9856318235397339,neutral,,no,,1.0,no
146,2024-04-25 11:10:25,how to make new friends,search,green,0.9,0.0,0.5,neither,joy,0.9873780608177185,positive,,no,,1.0,no
147,2024-04-18 08:49:41,why am i not smart?,search,green,0.9,0.0,0.5,neither,joy,0.9960495829582214,positive,,no,,96.61102294921875,no
148,2024-04-19 08:47:26,youre very brave already,message,green,0.9,0.0,0.5,neither,joy,0.9974179267883301,positive,,no,,90.4691219329834,no
149,2024-04-19 10:17:51,what is Among Us?,search,green,0.9,0.0,0.5,neither,anger,0.6161777377128601,neutral,,no,,1.0,no
150,2024-04-08 13:58:33,thats a big mood,message,green,0.9,0.0,0.5,neither,joy,0.8838210701942444,positive,,no,,1.0,no
151,2024-04-03 19:15:57,im always here for you,message,green,0.9,0.0,0.5,neither,joy,0.9140889644622803,positive,,no,,96.60172462463379,no
152,2024-04-28 14:32:39,weird is awesome and unique,message,green,0.9,0.0,0.5,neither,surprise,0.9455080628395081,neutral,,no,,93.73283386230469,no
153,2024-04-05 12:01:11,what is Minecraft?,search,green,0.9,0.0,0.5,neither,anger,0.48494166135787964,neutral,,no,,1.0,no
154,2024-04-08 20:33:59,how to be a better person,search,green,0.9,0.0,0.5,neither,joy,0.9857418537139893,positive,,no,,1.0,no
155,2024-04-04 16:56:03,how to be popular in middle school,search,green,0.9,0.0,0.5,neither,joy,0.9982422590255737,positive,,no,,93.13368797302246,no
156,2024-04-12 09:40:27,that slaps,message,green,0.9,0.0,0.5,neither,anger,0.9956603646278381,neutral,,no,,92.4828052520752,no
157,2024-05-19 14:51:09,what does go off mean,search,green,0.9,0.0,0.5,neither,anger,0.9334704875946045,neutral,,no,,1.0,no
158,2024-05-21 15:11:56,how to be happier,search,green,0.9,0.0,0.5,neither,joy,0.9927515983581543,positive,,no,,1.0,no
